Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Salary,Sector,Industry,City,Zip,State
3019745751207697,1 to 11 Years,BBA,$63K-$104K,Bishkek,Kyrgyz Republic,41.2044,74.7661,Intern,106271,2023-06-24,Both,Derrick Hawkins,404.256.0105x90970,Environmental Consultant,Sustainability Consultant,ZipRecruiter,"Sustainability Consultants advise organizations on sustainable practices and strategies. They assess environmental impact, recommend sustainability initiatives, and assist in the development and implementation of sustainable policies.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Sustainability consulting Sustainability assessments Sustainable practices Green building standards Environmental policies Client communication,"Focus on sustainable practices and initiatives, advising clients on reducing their environmental footprint. Develop sustainability plans and strategies. Conduct sustainability audits and reporting.",WESCO International,83500.0,Industrial,Wholesalers: Diversified,Pittsburgh,15219,Pennsylvania
2932248483356055,5 to 13 Years,BBA,$59K-$113K,Sri Jayawardenepura Kotte,Sri Lanka,7.8731,80.7718,Temporary,36167,2023-07-10,Male,Karen Mcmahon,001-393-806-4247,Electrical Engineer,Electronics Hardware Engineer,Stack Overflow Jobs,"Electronics Hardware Engineers develop and design electronic components and systems, from circuit boards to hardware prototypes, ensuring functionality and performance.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Electronics design PCB layout Embedded systems Circuit analysis Troubleshooting,Develop electronic hardware components and circuits for various applications. Conduct testing and validation of electronic systems. Collaborate with cross-functional teams on product development.,Unilever,86000.0,Consumer Goods,Consumer Goods,London/Rotterdam,,
1101347351405871,0 to 9 Years,M.Tech,$65K-$107K,Mexico City,Mexico,23.6345,-102.5528,Temporary,117330,2022-06-09,Female,Audrey Evans,665-459-1505x27285,Systems Engineer,Systems Integration Specialist,Snagajob,"The role of a Systems Integration Specialist involves integrating various software and hardware components to create cohesive systems. You will design and implement solutions that enable different systems to communicate and work together seamlessly. Your responsibilities also include troubleshooting integration issues, ensuring data consistency, and collaborating with cross-functional teams.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Systems integration Integration architecture Data mapping Middleware technologies API integration System testing Troubleshooting,"Integrate various software and hardware systems within an organization, ensuring seamless data flow and interoperability. Collaborate with software developers and IT teams on integration projects.",NRG Energy,86000.0,Energy,Energy,Houston,77002,Texas
2512293086471559,0 to 13 Years,BBA,$56K-$91K,Chisinau,Moldova,47.4116,28.3699,Full-Time,80811,2021-11-25,Both,Nathan Young,+1-708-963-1528x5477,Brand Manager,Brand Strategist,USAJOBS,A Brand Strategist develops strategies to build and strengthen a companys brand identity. They research market trends and consumer preferences to guide branding decisions.,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Brand strategy development Market research and analysis Competitive analysis Brand positioning and messaging Creative direction and collaboration,"Develop brand strategies, positioning, and messaging to drive brand awareness and loyalty. Conduct market research and competitor analysis. Collaborate with creative teams on branding materials.",InterContinental Hotels Group,73500.0,Hospitality,Hospitality/Hotels,Denham,,
2402497415714130,5 to 11 Years,BCA,$55K-$128K,Guatemala City,Guatemala,15.7835,-90.2308,Full-Time,122985,2023-08-11,Female,Cheryl Perez,967.799.3155,Electrical Designer,Electrical Engineer,The Muse,"Electrical Engineers design and develop electrical systems and devices. They work on projects such as power generation, electronics, and control systems for various industries.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Electrical engineering Circuit design Electronics AutoCAD proficiency Problem-solving,Design electrical systems and components for buildings and infrastructure projects. Ensure compliance with electrical codes and safety standards. Collaborate with architects and contractors.,"Revlon, Inc.",91500.0,Beauty/Cosmetics,Consumer Products - Cosmetics,New York,10017,NY
2073782399665928,2 to 14 Years,PhD,$61K-$82K,Sri Jayawardenepura Kotte,Sri Lanka,7.8731,80.7718,Temporary,18123,2021-10-08,Male,David Bradford,(778)904-5434,Nurse Practitioner,Acute Care Nurse Practitioner,Glassdoor,"Acute Care Nurse Practitioners focus on managing acute and critical medical conditions, often working in hospitals or emergency care settings.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Acute care nursing Emergency medicine Critical care Diagnostic tests Treatment planning,"Specialize in acute care settings, managing complex medical conditions and critical illnesses. Collaborate with healthcare teams in hospital settings. Make critical medical decisions and interventions.",Ceconomy AG (Formerly Metro AG),71500.0,Retail,Retail,D sseldorf,40212,North Rhine-Westphalia
2417807352752173,2 to 13 Years,B.Tech,$58K-$115K,Quito,Ecuador,-1.8312,-78.1834,Part-Time,103289,2023-04-09,Both,Shaun Rodriguez,001-825-788-9508,Litigation Attorney,Trial Attorney,SimplyHired,"Trial Attorneys represent clients in legal proceedings. They prepare cases, conduct trials, and provide legal counsel to clients involved in civil or criminal litigation.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Litigation Legal research Courtroom representation Case preparation Client counseling Legal writing,"Represent clients in civil or criminal trials, presenting cases in court. Prepare legal arguments and cross-examine witnesses. Negotiate settlements when possible.",Constellation Brands,86500.0,Beverage,Beverages,Victor,14564,New York
1576493494098083,2 to 9 Years,BBA,$60K-$113K,Moscow,Russia,61.524,105.3188,Contract,42479,2022-04-21,Male,Melanie Myers,(756)679-1595,Network Engineer,Network Security Engineer,Dice,"Network Security Engineers focus on protecting network systems from cyber threats. They implement security measures, monitor network traffic, and respond to security incidents to safeguard the organizations data.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Network security protocols and technologies Firewalls and intrusion detection systems Vulnerability assessment and penetration testing Security policy development and enforcement Incident response and recovery,"Focus on network security, implement security measures, and protect against cyber threats. Conduct security audits and vulnerability assessments. Respond to security incidents and breaches.",Interpublic Group,86500.0,Advertising & Marketing,"Advertising, Marketing",New York,10022,New York
1639064859293343,2 to 12 Years,MBA,$57K-$83K,Riga,Latvia,56.8796,24.6032,Temporary,25355,2022-05-29,Female,Heather Johnson,339.763.8616x70037,Psychologist,Research Psychologist,LinkedIn,"Research Psychologists conduct psychological research to advance the fields understanding. They design studies, collect data, and analyze results to inform scientific knowledge.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Research methodology Data analysis Psychological studies Writing research reports Critical thinking,"Conduct psychological research, design experiments, and analyze data. Publish research findings in academic journals. Contribute to the advancement of psychological knowledge.",Auto-Owners Insurance,70000.0,Insurance,Insurance: Property and Casualty (Mutual),Lansing,48917,Michigan
3047887559567685,2 to 12 Years,B.Tech,$64K-$103K,Berlin,Germany,51.1657,10.4515,Part-Time,87550,2023-04-20,Male,Joshua Mcgrath,504.840.8990x11637,Art Teacher,Art Education Coordinator,CareerBuilder,"An Art Education Coordinator plans and manages art education programs, curriculum development, and educational outreach to promote art appreciation and learning within communities.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Art education curriculum Program development Teacher training Communication skills Artistic expertise,"Coordinate art education programs, curriculum development, and student assessments. Collaborate with other educators and schools. Organize art exhibitions and showcases.",ODP,83500.0,Retail,Specialty Retailers: Other,Boca Raton,33496,Florida
955021882863115,1 to 8 Years,MCA,$58K-$83K,Djibouti (city),Djibouti,11.8251,42.5903,Part-Time,38678,2022-02-25,Female,William Flores,(374)526-4028,Human Resources Manager,Talent Acquisition Manager,USAJOBS,"Talent Acquisition Managers oversee the recruitment and hiring process. They develop recruitment strategies, source candidates, conduct interviews, and collaborate with hiring managers to attract and hire qualified talent to meet the organizations staffing needs.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Talent sourcing Interviewing Onboarding Recruitment strategies HR software,"Lead talent acquisition efforts, including sourcing, interviewing, and onboarding new employees. Collaborate with hiring managers to define job requirements. Develop and implement recruitment strategies.",Titan Company,70500.0,Consumer Goods,Jewelry and Watches,Bengaluru,560001,Karnataka
340716003792218,1 to 12 Years,B.Com,$61K-$106K,Paramaribo,Suriname,3.9193,-56.0278,Contract,61963,2023-06-08,Male,Justin Perkins,001-771-427-0080,Teacher,Classroom Teacher,CareerBuilder,"A Classroom Teacher educates students in a specific subject or grade level. They create lesson plans, deliver instruction, assess student progress, and foster a positive learning environment.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Teaching pedagogy Classroom management Curriculum development Student assessment Differentiated instruction,"Plan and deliver engaging lessons, adapting teaching methods to student needs. Assess student progress and provide feedback. Create a positive and inclusive classroom environment.",Farmers Insurance Exchange,83500.0,Insurance,Insurance: Property and Casualty (Mutual),Woodland Hills,91367,California
823741303746808,1 to 15 Years,MCA,$55K-$126K,City of Port Louis,Mauritius,-20.3484,57.5522,Contract,83361,2022-11-13,Both,Sarah Jones,+1-236-949-4008x48498,Inventory Analyst,Inventory Control Specialist,The Muse,"Inventory Control Specialists manage and optimize inventory levels in a business. They track stock, monitor demand, and implement inventory control procedures to ensure efficient operations and minimize carrying costs.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Inventory management Stock control Demand forecasting Inventory tracking systems Supply chain coordination Problem-solving skills,"Manage inventory levels, track stock movements, and optimize inventory turnover. Conduct regular inventory counts and reconcile discrepancies. Ensure accurate and efficient inventory management.",Publix Super Markets,90500.0,Retail,Food and Drug Stores,Lakeland,33811,Florida
1081408808790672,4 to 13 Years,M.Com,$58K-$121K,Bamako,Mali,17.5707,-3.9962,Contract,53541,2022-11-04,Male,Peter Hall,+1-270-719-0255x88144,Legal Counsel,Corporate Attorney,Glassdoor,"Corporate Attorneys provide legal counsel and representation to organizations. They handle legal matters, contracts, mergers, acquisitions, and ensure compliance with laws and regulations relevant to the business.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Corporate law and regulations Contract drafting and negotiation Legal research and analysis Risk management Excellent communication and negotiation skills,"Provide legal advice and guidance on corporate matters, contracts, and regulatory compliance. Draft and review legal documents and agreements. Represent the company in legal proceedings.",Otis Worldwide,89500.0,Elevators & Escalators,Industrial Machinery,Farmington,6032,Connecticut
3038060774607784,4 to 14 Years,MCA,$58K-$81K,Papeete,French Polynesia,-17.6797,-149.4068,Part-Time,28546,2022-08-19,Both,Michelle Pham,+1-807-704-0190,Database Developer,SQL Database Developer,Dice,"SQL Database Developers design, implement, and maintain relational databases using SQL (Structured Query Language). They write queries, optimize database performance, and ensure data integrity and security.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",SQL (Structured Query Language) Database design Query optimization Data modeling Database maintenance Problem-solving skills,"Design, develop, and maintain SQL databases, ensuring data integrity and performance. Write complex SQL queries and stored procedures. Troubleshoot database issues and optimize queries.",US Foods Holding,69500.0,Food and Beverage,Wholesalers: Food and Grocery,Rosemont,60018,Illinois
929230808515445,1 to 9 Years,B.Tech,$59K-$108K,Brussels,Belgium,50.5039,4.4699,Temporary,131928,2023-06-15,Female,Jennifer Benton,981.985.4055x5804,Procurement Specialist,Procurement Manager,SimplyHired,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,"Manage procurement processes, vendor relationships, and supplier negotiations. Develop procurement strategies and cost-saving initiatives. Ensure timely delivery of goods and services.",Croda International,83500.0,Chemicals,Chemicals,Snaith,,
2213353461153529,5 to 15 Years,B.Com,$63K-$85K,San Jose,Costa Rica,9.7489,-83.7534,Intern,31092,2022-11-15,Male,Judy Woods,+1-881-544-5930x078,Systems Analyst,IT Analyst,Indeed,"An IT Analyst assesses and analyzes IT systems, identifying areas for improvement, implementing technology solutions, and providing technical support to users and departments.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",IT systems analysis Troubleshooting IT support and documentation,"Analyze business systems, processes, and requirements to identify IT solutions. Develop system specifications and requirements documents. Collaborate with IT teams to implement solutions.",Travelers,74000.0,Insurance,Insurance: Property and Casualty (Stock),New York,10017,New York
1156025606824277,4 to 11 Years,M.Com,$55K-$118K,Jakarta,Indonesia,-0.7893,113.9213,Intern,39646,2023-04-25,Both,Diana Smith,001-437-737-4926x6131,Nurse Practitioner,Acute Care Nurse Practitioner,Internships.com,"Acute Care Nurse Practitioners focus on managing acute and critical medical conditions, often working in hospitals or emergency care settings.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Acute care nursing Emergency medicine Critical care Diagnostic tests Treatment planning,"Specialize in acute care settings, managing complex medical conditions and critical illnesses. Collaborate with healthcare teams in hospital settings. Make critical medical decisions and interventions.",Textron,86500.0,Aerospace & Defense,Aerospace & Defense,Providence,2903,Rhose Island
2141342207224203,0 to 14 Years,M.Com,$62K-$129K,Suva,Fiji,-17.7134,178.065,Intern,71394,2022-03-18,Male,Jonathan Berry,5686861848,Account Executive,Key Account Executive,Internships.com,A Key Account Executive manages strategic accounts for a company. They build strong client relationships and work to expand business opportunities within these key accounts.,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Key account management Sales strategy development Negotiation and closing skills Relationship building Industry and market knowledge,"Focus on strategic accounts, serving as the primary point of contact for key clients. Develop account plans and growth strategies. Ensure high levels of client satisfaction and retention.",Ulta Beauty,95500.0,Beauty,Specialty Retailers: Other,Bolingbrook,60440,Illinois
1343787400703296,0 to 12 Years,MBA,$61K-$94K,Amman,Jordan,30.5852,36.2384,Temporary,70396,2023-06-09,Female,Donald Ritter,+1-827-590-1675,Copywriter,Creative Copywriter,ZipRecruiter,"Creative Copywriters craft engaging and persuasive copy for marketing materials, advertisements, and content marketing campaigns. They use their writing skills to captivate audiences and convey brand messages effectively.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Creative writing Copywriting Advertising copy Content creation Brand storytelling Marketing campaigns Proofreading and editing,"Write creative and persuasive copy for advertising campaigns, marketing materials, and brand storytelling. Develop unique and engaging brand voices and messages. Collaborate with art directors and designers.",American Electric Power,77500.0,Utilities,Utilities: Gas and Electric,Columbus,43215,Ohio
481690518473663,0 to 13 Years,BCA,$64K-$113K,Kigali,Rwanda,-1.9403,29.8739,Intern,97571,2022-11-23,Male,Angela Keith,611.370.0796x129,Procurement Specialist,Procurement Manager,Internships.com,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,"Manage procurement processes, vendor relationships, and supplier negotiations. Develop procurement strategies and cost-saving initiatives. Ensure timely delivery of goods and services.",UnitedHealth Group,88500.0,Healthcare,Health Care: Insurance and Managed Care,Minnetonka,55343,Minnesota
2310106656757315,1 to 8 Years,MCA,$59K-$105K,Juba,South Sudan,6.877,31.307,Temporary,84264,2022-01-27,Female,Brenda Simmons,646.909.3583x17996,Digital Marketing Specialist,SEO Specialist,Glassdoor,"SEO Specialists optimize websites for search engines to improve online visibility. They conduct keyword research, optimize content, and implement SEO strategies to increase organic traffic and rankings.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Search engine algorithms and ranking factors Keyword research and analysis On-page and off-page SEO optimization SEO tools (e.g., Google Analytics, SEMrush) SEO content strategy","Optimize websites for search engines (SEO), conduct keyword research, and improve online visibility and search rankings. Monitor and analyze SEO performance metrics. Implement SEO best practices and strategies.",Tencent Holdings,82000.0,Technology and Entertainment,Technology & Social Media,Shenzhen,518000,Guangdong
18546437476934,5 to 13 Years,M.Tech,$64K-$86K,Manama,Bahrain,26.0667,50.5577,Contract,50052,2023-01-27,Male,Patricia Moore,+1-952-646-3115,UI Developer,Front-End Developer,The Muse,A Front-End Developer specializes in creating the user interface and user experience of websites or applications. They code and design elements that users interact with directly.,"{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility","Develop and maintain user interfaces for websites and web applications. Write clean and efficient HTML, CSS, and JavaScript code. Collaborate with UX designers to ensure a seamless user experience.",Otis Worldwide,75000.0,Elevators & Escalators,Industrial Machinery,Farmington,6032,Connecticut
2564411558603354,4 to 9 Years,M.Tech,$61K-$116K,Vientiane,Lao PDR,19.8563,102.4955,Contract,72807,2022-07-01,Male,Cheryl Parker,+1-952-462-5443x977,Event Planner,Event Coordinator,The Muse,"Event Coordinators plan and execute various events, including conferences, parties, and meetings, managing logistics, budgets, and vendor relationships.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Event planning Vendor coordination Budget management Marketing and promotion Logistics,"Plan and coordinate events, including logistics, vendor management, and timelines. Communicate with clients to understand event goals and preferences. Ensure smooth event execution.",Tullow Oil,88500.0,Energy,Energy - Oil & Gas Exploration & Production,London,W1J 8DZ,England
436825460913302,1 to 10 Years,BA,$62K-$94K,Castries,St. Lucia,13.9094,-60.9789,Full-Time,130966,2022-11-27,Female,David Sandoval,001-954-542-3017,Sales Representative,Account Executive,Dice,"Account Executives manage and grow relationships with existing clients or customers. They understand client needs, propose solutions, negotiate contracts, and ensure customer satisfaction, often working closely with sales and customer support teams.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Sales strategy and planning Account management Customer relationship management Solution selling Sales forecasting Contract negotiation Sales metrics and reporting,"Manage client accounts, negotiate contracts, and achieve revenue targets by selling products or services. Provide ongoing support and solutions to clients. Collaborate with cross-functional teams to meet client needs.",Qualcomm,78000.0,Technology,Semiconductors and Other Electronic Components,San Diego,92121,California
1698412424394723,0 to 10 Years,B.Tech,$64K-$89K,Gaborone,Botswana,-22.3285,24.6849,Contract,102861,2022-11-23,Female,Natalie Martin,001-484-463-3540x84805,Sales Consultant,B2B Sales Consultant,SimplyHired,"B2B Sales Consultants specialize in business-to-business sales. They identify and target potential corporate clients, negotiate contracts, and build long-term relationships to drive sales growth in the B2B market.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",B2B sales Business-to-business sales strategies Lead generation Sales negotiations Client relationship building Market research,"Specialize in business-to-business (B2B) sales, targeting corporate clients. Build and maintain long-term relationships with key clients. Negotiate and close complex sales deals.",AutoNation,76500.0,Automotive,"Automotive Retailing, Services",Fort Lauderdale,33301,Florida
2758708236284517,3 to 8 Years,B.Tech,$59K-$94K,George Town,Cayman Islands,19.3133,-81.2546,Part-Time,86718,2023-08-22,Male,Danielle Pruitt,7906673931,Database Administrator,Database Developer,SimplyHired,"A Database Developer designs, develops, and maintains databases. They create efficient data structures, write queries, and ensure data security and integrity.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Database design and development SQL and database querying Data modeling Programming languages (e.g., Java, Python) Data security and privacy regulations knowledge","Design and implement database systems, tables, and structures. Develop and optimize SQL queries and scripts. Ensure data security, integrity, and backup procedures.",Peter Kiewit Sons,76500.0,,,,,
1280518284883759,4 to 8 Years,PhD,$56K-$95K,Quito,Ecuador,-1.8312,-78.1834,Contract,120930,2023-01-14,Both,Michael Thompson,616.279.8527,Project Manager,Construction Project Manager,Idealist,"The Construction Project Manager oversees and manages construction projects, ensuring they are completed on time and within budget. They coordinate with contractors, architects, and other stakeholders to ensure successful project delivery.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Construction management Budgeting Contract negotiation Safety regulations,"Oversee construction projects, including budgeting, scheduling, and coordination of subcontractors. Ensure compliance with safety regulations. Communicate project status to stakeholders.",General Mills,75500.0,Food,Food Consumer Products,Minneapolis,55426,Minnesota
1929097039032752,5 to 9 Years,M.Tech,$60K-$95K,San Juan,Puerto Rico,18.2208,-66.5901,Full-Time,16792,2021-11-30,Female,Nicole Morris,(388)739-0350x7671,Digital Marketing Specialist,Social Media Manager,SimplyHired,"Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising","Manage and grow social media accounts, create engaging content, and interact with the online community. Develop social media content calendars and strategies. Monitor social media trends and engagement metrics.",Western Digital,77500.0,Technology,"Computers, Office Equipment",San Jose,95119,California
593640137699935,5 to 15 Years,M.Tech,$60K-$112K,Tokyo,Japan,36.2048,138.2529,Full-Time,25307,2023-02-23,Male,Christopher Wright,916.948.3222x70658,Technical Writer,Instructional Designer,Internships.com,Instructional Designers develop educational materials and curricula. They design engaging and effective learning experiences for students or employees.,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Instructional design eLearning tools Curriculum development Multimedia design Learning theory knowledge,Design and develop instructional materials and e-learning courses. Create interactive and engaging learning experiences. Align instructional content with learning objectives.,PNC Financial Services Group,86000.0,Financial Services,Commercial Banks,Pittsburgh,15222,Pennsylvania
2086213551673449,4 to 15 Years,BCA,$61K-$122K,Male,Maldives,3.2028,73.2207,Part-Time,50004,2022-11-29,Both,Matthew Garcia,4493306780,Content Writer,Content Strategist,Dice,"Content Strategists develop and execute content strategies that align with business objectives. They plan content creation, distribution, and promotion to engage audiences and drive brand growth.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Content strategy Content planning SEO optimization Content marketing Analytics,"Develop content strategies, plan editorial calendars, and ensure content aligns with marketing and branding objectives. Monitor content performance and adjust strategies. Identify content trends and opportunities.",Farmers Insurance Exchange,91500.0,Insurance,Insurance: Property and Casualty (Mutual),Woodland Hills,91367,California
736772465708102,2 to 14 Years,MBA,$65K-$107K,Sucre (de jure),Bolivia,-16.2902,-63.5887,Intern,106859,2022-01-30,Male,Corey Shaw,001-717-972-1822,HR Coordinator,Training Coordinator,ZipRecruiter,"Training Coordinators design and implement employee training programs. They assess training needs, develop training materials, and facilitate training sessions to enhance employees skills and knowledge.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Training program coordination Training material development Learning management systems,"Coordinate employee training programs, track training records, and assist with training logistics. Identify training needs and develop training materials. Facilitate training sessions or workshops.",CIMIC Group,86000.0,Construction/Infrastructure,Construction/Engineering,North Sydney,2060,NSW
1615068533343634,3 to 9 Years,BCA,$65K-$83K,Brussels,Belgium,50.5039,4.4699,Temporary,15831,2022-05-08,Female,John Cross,610.942.9277x10929,HR Coordinator,Recruitment Coordinator,Internships.com,"Recruitment Coordinators support the hiring process by scheduling interviews, screening candidates, and assisting with onboarding. They ensure a smooth recruitment process and maintain candidate records.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Recruitment process Candidate screening Applicant tracking systems Communication,"Assist with recruitment activities, including posting job openings, coordinating interviews, and managing applicant data. Ensure a positive candidate experience. Maintain recruitment records and metrics.",Alibaba Health Information Technology,74000.0,Healthcare Technology,Healthcare,Hangzhou,,
183423976975680,3 to 13 Years,BCA,$65K-$113K,Banjul,Gambia,13.4432,-15.3101,Part-Time,56816,2022-01-14,Female,Alexis Norris,+1-398-907-7636,Business Development Manager,Strategic Partnerships Manager,Glassdoor,"A Strategic Partnerships Manager identifies and develops strategic partnerships and alliances that benefit the organization, fostering collaborations and driving mutual success.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Partnership development Negotiation and collaboration Business development,Identify and establish strategic partnerships and alliances. Negotiate partnership agreements and terms. Collaborate with partners to achieve mutual business goals.,Tenet Healthcare,89000.0,Healthcare,Health Care: Medical Facilities,Dallas,75254,Texas
1536525374644040,0 to 12 Years,B.Com,$63K-$96K,London,UK,55.3781,-3.436,Intern,43783,2022-02-22,Male,Corey Clark,(266)972-1537,Java Developer,Java Backend Developer,LinkedIn,"Java Backend Developers specialize in building the server-side components of software applications using Java. They work on database integration, server logic, and performance optimization to ensure efficient and reliable backend functionality.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Backend development RESTful APIs Database integration Java EE (Enterprise Edition) Performance optimization Version control (e.g., Git)",Develop server-side applications and APIs using Java and related technologies. Optimize application performance and scalability. Implement security measures and authentication systems.,Exelon,79500.0,Energy,Utilities: Gas and Electric,Chicago,60603,Illinois
2486345121644216,4 to 8 Years,MBA,$64K-$124K,Manila,Philippines,12.879721,121.774017,Part-Time,32405,2023-03-15,Both,Phyllis Rich,+1-822-560-6139,Sales Manager,Sales Team Leader,Jobs2Careers,"Lead and motivate sales teams, set sales targets, and develop sales strategies to meet goals.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Sales leadership Team management Sales strategy and planning,"Lead and manage a team of sales representatives. Set sales targets and goals. Provide coaching, training, and performance evaluations.",SAP SE,94000.0,Technology and Software,Information Technology,Walldorf,,
1868744090564217,2 to 12 Years,M.Tech,$63K-$130K,Luxembourg,Luxembourg,49.8153,6.1296,Temporary,88586,2023-05-20,Male,Seth Rowland,(330)986-0416x7806,Speech Therapist,Pediatric Speech Therapist,USAJOBS,Pediatric Speech Therapists provide speech therapy to children with speech and language disorders. They assess and treat communication difficulties to improve language skills.,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Pediatric speech therapy Speech-language assessment Individualized treatment plans Child development Communication skills,"Assess and treat speech and language disorders in children. Provide therapy for articulation, language development, and communication skills. Collaborate with parents and educators.",IBM (International Business Machines Corporation),96500.0,Technology/IT Services,Technology,Armonk,10504,NY
2447681687654738,2 to 12 Years,M.Com,$55K-$127K,Quito,Ecuador,-1.8312,-78.1834,Contract,18697,2021-09-27,Female,Brendan Fields,303-964-7521x6962,Data Engineer,Big Data Engineer,Idealist,"A Big Data Engineer develops and manages big data solutions, including data storage, processing, and analysis platforms, to extract valuable insights and support data-driven decisions.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Big data technologies (Hadoop, Spark, etc.) Data processing and analysis Distributed computing","Work with large and complex datasets, using technologies like Hadoop and Spark. Develop and maintain big data solutions. Optimize data processing and storage for performance.","Fidelity Investments, Inc.",91000.0,Financial Services/Investment Management,Financial Services,Boston,2210,MA
